,FRAME,FRAME_FILE_PATH,CROP_FILE_PATH,CROP_NUM,xA,yA,xB,yB,ID,INFO
127,31,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_31.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_31_crop_1.jpg,1,304,34,448,322,,
128,31,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_31.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_31_crop_2.jpg,2,136,18,280,306,,
129,32,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_32.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_32_crop_0.jpg,0,429,48,573,336,,
130,32,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_32.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_32_crop_1.jpg,1,329,41,473,329,,
131,32,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_32.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_32_crop_2.jpg,2,565,179,629,307,,
132,32,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_32.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_32_crop_3.jpg,3,131,16,275,304,,
133,33,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_33.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_33_crop_0.jpg,0,344,0,560,430,,
134,33,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_33.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_33_crop_1.jpg,1,497,57,640,345,,
135,33,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_33.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_33_crop_2.jpg,2,149,82,245,274,,
136,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_0.jpg,0,0,52,143,340,,
137,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_1.jpg,1,141,10,285,298,,
138,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_2.jpg,2,432,94,528,286,,
139,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_3.jpg,3,363,94,459,286,,
140,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_4.jpg,4,330,151,394,279,,
141,34,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_34.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_34_crop_5.jpg,5,239,83,335,275,,
142,35,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_35.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_35_crop_0.jpg,0,293,6,509,438,,
143,35,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_35.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_35_crop_1.jpg,1,127,3,343,435,,
144,35,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_35.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_35_crop_2.jpg,2,23,72,167,360,,
145,35,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_35.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_35_crop_3.jpg,3,548,116,640,308,,
146,36,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_36.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_36_crop_0.jpg,0,119,117,215,309,,
147,36,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_36.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_36_crop_1.jpg,1,408,101,504,293,,
148,36,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_36.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_36_crop_2.jpg,2,143,5,287,293,,
149,36,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_36.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_36_crop_3.jpg,3,358,93,454,285,,
150,36,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_36.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_36_crop_4.jpg,4,302,89,398,281,,
151,37,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_37.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_37_crop_0.jpg,0,500,67,640,355,,
152,37,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_37.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_37_crop_1.jpg,1,414,60,558,348,,
153,37,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_37.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_37_crop_2.jpg,2,277,60,421,348,,
154,37,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_37.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_37_crop_3.jpg,3,150,81,246,273,,
155,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_0.jpg,0,127,117,223,309,,
156,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_1.jpg,1,140,15,284,303,,
157,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_2.jpg,2,404,100,500,292,,
158,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_3.jpg,3,353,95,449,287,,
159,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_4.jpg,4,300,89,396,281,,
160,38,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_38.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_38_crop_5.jpg,5,232,78,328,270,,
161,39,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_39.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_39_crop_0.jpg,0,453,59,597,347,,
162,39,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_39.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_39_crop_1.jpg,1,332,58,476,346,,
163,39,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_39.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_39_crop_2.jpg,2,149,80,245,272,,
164,40,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_40.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_40_crop_0.jpg,0,350,10,566,442,,
165,40,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_40.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_40_crop_1.jpg,1,246,66,390,354,,
166,40,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_40.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_40_crop_2.jpg,2,151,82,247,274,,
167,41,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_41.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_41_crop_0.jpg,0,342,58,486,346,,
168,41,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_41.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_41_crop_1.jpg,1,460,57,604,345,,
169,41,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_41.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_41_crop_2.jpg,2,150,78,246,270,,
170,42,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_42.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_42_crop_0.jpg,0,321,6,537,438,,
171,42,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_42.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_42_crop_1.jpg,1,211,67,355,355,,
172,42,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_42.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_42_crop_2.jpg,2,467,59,611,347,,
173,42,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_42.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_42_crop_3.jpg,3,152,78,248,270,,
174,43,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_43.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_43_crop_0.jpg,0,282,44,426,332,,
175,43,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_43.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_43_crop_1.jpg,1,494,40,638,328,,
176,43,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_43.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_43_crop_2.jpg,2,141,9,285,297,,
177,44,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_44.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_44_crop_0.jpg,0,267,24,411,312,,
178,44,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_44.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_44_crop_1.jpg,1,141,7,285,295,,
179,44,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_44.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_44_crop_2.jpg,2,578,159,640,287,,
180,44,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_44.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_44_crop_3.jpg,3,501,92,597,284,,
181,44,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_44.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_44_crop_4.jpg,4,362,85,458,277,,
182,45,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_45.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_45_crop_0.jpg,0,331,8,547,440,,
183,45,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_45.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_45_crop_1.jpg,1,226,65,370,353,,
184,45,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_45.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_45_crop_2.jpg,2,476,62,620,350,,
185,45,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_45.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_45_crop_3.jpg,3,152,79,248,271,,
186,46,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_46.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_46_crop_0.jpg,0,490,55,634,343,,
187,46,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_46.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_46_crop_1.jpg,1,374,50,518,338,,
188,46,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_46.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_46_crop_2.jpg,2,148,82,244,274,,
189,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_0.jpg,0,146,10,290,298,,
190,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_1.jpg,1,380,99,476,291,,
191,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_2.jpg,2,455,96,551,288,,
192,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_3.jpg,3,269,84,365,276,,
193,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_0.jpg,0,144,13,288,301,,
194,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_1.jpg,1,394,94,490,286,,
195,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_2.jpg,2,474,91,570,283,,
196,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_3.jpg,3,276,84,372,276,,
197,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_0.jpg,0,296,61,440,349,,
198,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_1.jpg,1,426,61,570,349,,
199,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_2.jpg,2,543,131,639,323,,
200,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_3.jpg,3,150,82,246,274,,
201,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_0.jpg,0,347,69,491,357,,
202,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_1.jpg,1,144,10,288,298,,
203,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_2.jpg,2,446,94,542,286,,
204,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_3.jpg,3,255,77,351,269,,
205,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_0.jpg,0,340,13,556,445,,
206,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_1.jpg,1,237,66,381,354,,
207,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_2.jpg,2,479,58,623,346,,
208,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_3.jpg,3,151,81,247,273,,
209,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_0.jpg,0,125,7,341,439,,
210,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_1.jpg,1,290,6,506,438,,
211,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_2.jpg,2,31,71,175,359,,
212,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_3.jpg,3,549,116,640,308,,
213,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_0.jpg,0,277,39,421,327,,
214,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_1.jpg,1,141,8,285,296,,
215,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_2.jpg,2,482,102,578,294,,
216,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_3.jpg,3,571,161,635,289,,
217,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_0.jpg,0,268,12,412,300,,
218,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_1.jpg,1,141,8,285,296,,
219,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_2.jpg,2,578,158,640,286,,
220,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_3.jpg,3,498,87,594,279,,
221,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_4.jpg,4,362,84,458,276,,
222,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_0.jpg,0,299,12,515,444,,
223,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_1.jpg,1,189,73,333,361,,
224,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_2.jpg,2,7,73,151,361,,
225,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_3.jpg,3,544,114,640,306,,
226,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_0.jpg,0,455,46,599,334,,
227,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_1.jpg,1,313,42,457,330,,
228,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_2.jpg,2,133,16,277,304,,
229,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_0.jpg,0,77,44,221,332,,
230,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_1.jpg,1,143,4,287,292,,
231,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_2.jpg,2,413,99,509,291,,
232,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_3.jpg,3,308,95,404,287,,
233,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_4.jpg,4,365,93,461,285,,
234,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_0.jpg,0,470,57,614,345,,
235,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_1.jpg,1,358,55,502,343,,
236,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_2.jpg,2,149,80,245,272,,
237,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_0.jpg,0,5,49,149,337,,
238,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_1.jpg,1,141,11,285,299,,
239,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_2.jpg,2,384,94,480,286,,
240,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_3.jpg,3,336,94,432,286,,
241,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_4.jpg,4,430,92,526,284,,
242,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_5.jpg,5,238,83,334,275,,
243,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_0.jpg,0,143,16,287,304,,
244,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_1.jpg,1,426,100,522,292,,
245,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_2.jpg,2,368,91,464,283,,
246,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_3.jpg,3,483,89,579,281,,
247,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_4.jpg,4,281,89,377,281,,
248,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_0.jpg,0,296,6,512,438,,
249,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_1.jpg,1,135,2,351,434,,
250,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_2.jpg,2,11,73,155,361,,
251,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_3.jpg,3,546,115,640,307,,
252,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_0.jpg,0,432,56,576,344,,
253,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_1.jpg,1,315,55,459,343,,
