,0,1,2,3,4,5,6,7,8,9,10
191,191,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_2.jpg,2,455,96,551,288,carla 0.99,"albert: 0.86025, anna: 0.57922, bob: 0.96798, carla: 0.99009, "
192,192,47,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_47.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_47_crop_3.jpg,3,269,84,365,276,bob 0.99,"albert: 0.44165, anna: 0.47376, bob: 0.99390, carla: 0.97014, "
193,193,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_0.jpg,0,144,13,288,301,albert 0.99,"albert: 0.99359, anna: 0.94054, bob: 0.18383, carla: 0.91683, "
194,194,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_1.jpg,1,394,94,490,286,anna 0.96,"albert: 0.39662, anna: 0.95848, bob: 0.57144, carla: 0.61401, "
195,195,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_2.jpg,2,474,91,570,283,carla 0.99,"albert: 0.73174, anna: 0.95406, bob: 0.98091, carla: 0.99320, "
196,196,48,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_48.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_48_crop_3.jpg,3,276,84,372,276,bob 0.99,"albert: 0.79935, anna: 0.80752, bob: 0.99219, carla: 0.98864, "
197,197,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_0.jpg,0,296,61,440,349,anna 0.95,"albert: 0.68135, anna: 0.94999, bob: 0.81794, carla: 0.80812, "
198,198,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_1.jpg,1,426,61,570,349,bob 0.99,"albert: 0.33065, anna: 0.59435, bob: 0.99450, carla: 0.98695, "
199,199,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_2.jpg,2,543,131,639,323,bob 0.99,"albert: 0.38931, anna: 0.72210, bob: 0.99127, carla: 0.96605, "
200,200,49,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_49.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_49_crop_3.jpg,3,150,82,246,274,albert 0.98,"albert: 0.98014, anna: 0.73972, bob: 0.37762, carla: 0.91231, "
201,201,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_0.jpg,0,347,69,491,357,bob 0.87,"albert: 0.67475, anna: 0.80027, bob: 0.87288, carla: 0.86374, "
202,202,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_1.jpg,1,144,10,288,298,albert 0.99,"albert: 0.99327, anna: 0.94331, bob: 0.08441, carla: 0.88307, "
203,203,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_2.jpg,2,446,94,542,286,carla 0.99,"albert: 0.91040, anna: 0.84509, bob: 0.97213, carla: 0.99063, "
204,204,50,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_50.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_50_crop_3.jpg,3,255,77,351,269,bob 1.00,"albert: 0.20655, anna: 0.72133, bob: 0.99517, carla: 0.95888, "
205,205,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_0.jpg,0,340,13,556,445,bob 0.99,"albert: 0.75939, anna: 0.95143, bob: 0.98569, carla: 0.94513, "
206,206,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_1.jpg,1,237,66,381,354,anna 0.93,"albert: 0.41240, anna: 0.93367, bob: 0.89861, carla: 0.76258, "
207,207,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_2.jpg,2,479,58,623,346,bob 0.99,"albert: 0.47561, anna: 0.91687, bob: 0.98860, carla: 0.97628, "
208,208,51,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_51.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_51_crop_3.jpg,3,151,81,247,273,albert 0.98,"albert: 0.98206, anna: 0.74391, bob: 0.32570, carla: 0.90651, "
209,209,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_0.jpg,0,125,7,341,439,carla 0.99,"albert: 0.73814, anna: 0.85516, bob: 0.93942, carla: 0.99004, "
210,210,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_1.jpg,1,290,6,506,438,bob 0.99,"albert: 0.84449, anna: 0.95937, bob: 0.98815, carla: 0.97185, "
211,211,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_2.jpg,2,31,71,175,359,anna 0.91,"albert: 0.53166, anna: 0.91111, bob: 0.85320, carla: 0.45438, "
212,212,52,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_52.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_52_crop_3.jpg,3,549,116,640,308,bob 0.87,"albert: 0.02733, anna: 0.12315, bob: 0.86908, carla: 0.72477, "
213,213,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_0.jpg,0,277,39,421,327,carla 0.98,"albert: 0.91365, anna: 0.94334, bob: 0.85751, carla: 0.97532, "
214,214,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_1.jpg,1,141,8,285,296,albert 0.99,"albert: 0.99343, anna: 0.93661, bob: 0.08122, carla: 0.92039, "
215,215,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_2.jpg,2,482,102,578,294,anna 1.00,"albert: 0.97089, anna: 0.99503, bob: 0.97642, carla: 0.95410, "
216,216,53,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_53.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_53_crop_3.jpg,3,571,161,635,289,bob 0.99,"albert: 0.89858, anna: 0.98224, bob: 0.99153, carla: 0.98471, "
217,217,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_0.jpg,0,268,12,412,300,anna 0.97,"albert: 0.96759, anna: 0.96794, bob: 0.18520, carla: 0.95508, "
218,218,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_1.jpg,1,141,8,285,296,albert 0.99,"albert: 0.99201, anna: 0.92927, bob: 0.06606, carla: 0.91027, "
219,219,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_2.jpg,2,578,158,640,286,bob 1.00,"albert: 0.51112, anna: 0.49528, bob: 0.99602, carla: 0.98672, "
220,220,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_3.jpg,3,498,87,594,279,carla 0.99,"albert: 0.69545, anna: 0.90924, bob: 0.95063, carla: 0.98503, "
221,221,54,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_54.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_54_crop_4.jpg,4,362,84,458,276,albert 0.73,"albert: 0.72675, anna: 0.71195, bob: 0.06722, carla: 0.47056, "
222,222,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_0.jpg,0,299,12,515,444,bob 0.99,"albert: 0.55221, anna: 0.92502, bob: 0.98699, carla: 0.97007, "
223,223,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_1.jpg,1,189,73,333,361,anna 0.97,"albert: 0.67716, anna: 0.96812, bob: 0.90626, carla: 0.95955, "
224,224,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_2.jpg,2,7,73,151,361,anna 0.80,"albert: 0.31006, anna: 0.79645, bob: 0.72068, carla: 0.55982, "
225,225,55,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_55.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_55_crop_3.jpg,3,544,114,640,306,bob 0.90,"albert: 0.03603, anna: 0.16919, bob: 0.90331, carla: 0.85221, "
226,226,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_0.jpg,0,455,46,599,334,carla 0.98,"albert: 0.68136, anna: 0.96018, bob: 0.97240, carla: 0.98032, "
227,227,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_1.jpg,1,313,42,457,330,carla 0.98,"albert: 0.72465, anna: 0.91763, bob: 0.96328, carla: 0.97631, "
228,228,56,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_56.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_56_crop_2.jpg,2,133,16,277,304,albert 0.99,"albert: 0.99045, anna: 0.92342, bob: 0.34284, carla: 0.94023, "
229,229,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_0.jpg,0,77,44,221,332,anna 0.96,"albert: 0.93798, anna: 0.96089, bob: 0.61555, carla: 0.94372, "
230,230,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_1.jpg,1,143,4,287,292,albert 0.99,"albert: 0.99339, anna: 0.94935, bob: 0.15873, carla: 0.94448, "
231,231,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_2.jpg,2,413,99,509,291,carla 0.99,"albert: 0.71379, anna: 0.83270, bob: 0.96243, carla: 0.98994, "
232,232,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_3.jpg,3,308,95,404,287,albert 0.97,"albert: 0.97439, anna: 0.97340, bob: 0.33593, carla: 0.83691, "
233,233,57,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_57.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_57_crop_4.jpg,4,365,93,461,285,anna 0.95,"albert: 0.25368, anna: 0.94804, bob: 0.77781, carla: 0.62243, "
234,234,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_0.jpg,0,470,57,614,345,bob 0.99,"albert: 0.64004, anna: 0.92855, bob: 0.98661, carla: 0.98152, "
235,235,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_1.jpg,1,358,55,502,343,bob 0.99,"albert: 0.77141, anna: 0.96763, bob: 0.98711, carla: 0.96277, "
236,236,58,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_58.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_58_crop_2.jpg,2,149,80,245,272,albert 0.99,"albert: 0.98637, anna: 0.77172, bob: 0.35160, carla: 0.95274, "
237,237,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_0.jpg,0,5,49,149,337,albert 0.87,"albert: 0.87320, anna: 0.77508, bob: 0.56460, carla: 0.72871, "
238,238,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_1.jpg,1,141,11,285,299,albert 0.99,"albert: 0.99393, anna: 0.93432, bob: 0.09181, carla: 0.90023, "
239,239,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_2.jpg,2,384,94,480,286,anna 0.97,"albert: 0.16530, anna: 0.96856, bob: 0.92265, carla: 0.85081, "
240,240,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_3.jpg,3,336,94,432,286,anna 0.99,"albert: 0.93294, anna: 0.99238, bob: 0.51831, carla: 0.84606, "
241,241,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_4.jpg,4,430,92,526,284,carla 0.99,"albert: 0.86277, anna: 0.96971, bob: 0.95011, carla: 0.98981, "
242,242,59,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_59.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_59_crop_5.jpg,5,238,83,334,275,carla 0.98,"albert: 0.81589, anna: 0.83013, bob: 0.97525, carla: 0.98148, "
243,243,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_0.jpg,0,143,16,287,304,albert 0.99,"albert: 0.99013, anna: 0.94382, bob: 0.21827, carla: 0.94130, "
244,244,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_1.jpg,1,426,100,522,292,anna 0.99,"albert: 0.88398, anna: 0.99173, bob: 0.90791, carla: 0.93073, "
245,245,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_2.jpg,2,368,91,464,283,anna 0.88,"albert: 0.59062, anna: 0.88155, bob: 0.47807, carla: 0.56202, "
246,246,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_3.jpg,3,483,89,579,281,carla 0.99,"albert: 0.88862, anna: 0.87503, bob: 0.97406, carla: 0.99063, "
247,247,60,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_60.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_60_crop_4.jpg,4,281,89,377,281,carla 0.98,"albert: 0.72744, anna: 0.59803, bob: 0.96990, carla: 0.98349, "
248,248,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_0.jpg,0,296,6,512,438,bob 0.99,"albert: 0.83416, anna: 0.96176, bob: 0.99266, carla: 0.97647, "
249,249,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_1.jpg,1,135,2,351,434,carla 0.99,"albert: 0.78242, anna: 0.93515, bob: 0.93522, carla: 0.99013, "
250,250,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_2.jpg,2,11,73,155,361,anna 0.87,"albert: 0.64827, anna: 0.86971, bob: 0.79065, carla: 0.51053, "
251,251,61,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_61.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_61_crop_3.jpg,3,546,115,640,307,bob 0.92,"albert: 0.03255, anna: 0.17007, bob: 0.91517, carla: 0.86980, "
252,252,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_0.jpg,0,432,56,576,344,bob 0.99,"albert: 0.45073, anna: 0.81234, bob: 0.99196, carla: 0.98696, "
253,253,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_1.jpg,1,315,55,459,343,anna 0.98,"albert: 0.87201, anna: 0.97871, bob: 0.80985, carla: 0.95000, "
254,254,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_2.jpg,2,556,197,620,325,bob 0.99,"albert: 0.39389, anna: 0.43119, bob: 0.98935, carla: 0.97084, "
255,255,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_3.jpg,3,150,82,246,274,albert 0.98,"albert: 0.97993, anna: 0.73867, bob: 0.36857, carla: 0.91739, "
256,256,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_0.jpg,0,499,69,640,357,bob 0.99,"albert: 0.39964, anna: 0.83514, bob: 0.99039, carla: 0.98664, "
257,257,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_1.jpg,1,409,61,553,349,bob 0.99,"albert: 0.65744, anna: 0.63870, bob: 0.99474, carla: 0.99003, "
258,258,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_2.jpg,2,273,60,417,348,anna 0.94,"albert: 0.79315, anna: 0.94284, bob: 0.53065, carla: 0.85398, "
259,259,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_3.jpg,3,150,82,246,274,albert 0.98,"albert: 0.97902, anna: 0.73820, bob: 0.34872, carla: 0.91026, "
260,260,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_0.jpg,0,475,56,619,344,bob 0.99,"albert: 0.59173, anna: 0.95171, bob: 0.98960, carla: 0.98132, "
261,261,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_1.jpg,1,359,53,503,341,bob 0.98,"albert: 0.71121, anna: 0.97100, bob: 0.98167, carla: 0.93902, "
262,262,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_2.jpg,2,149,80,245,272,albert 0.99,"albert: 0.98645, anna: 0.76960, bob: 0.30553, carla: 0.95262, "
263,263,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_0.jpg,0,362,40,506,328,albert 0.97,"albert: 0.97160, anna: 0.83575, bob: 0.01081, carla: 0.30567, "
264,264,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_1.jpg,1,146,9,290,297,albert 0.99,"albert: 0.99472, anna: 0.94269, bob: 0.09084, carla: 0.91178, "
265,265,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_2.jpg,2,463,95,559,287,carla 0.99,"albert: 0.80774, anna: 0.63439, bob: 0.97581, carla: 0.99061, "
266,266,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_3.jpg,3,273,85,369,277,bob 0.99,"albert: 0.58736, anna: 0.57658, bob: 0.99289, carla: 0.96238, "
267,267,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_0.jpg,0,326,6,542,438,bob 0.99,"albert: 0.92283, anna: 0.98425, bob: 0.98916, carla: 0.97256, "
268,268,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_1.jpg,1,220,66,364,354,bob 0.95,"albert: 0.52432, anna: 0.89574, bob: 0.94642, carla: 0.93421, "
269,269,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_2.jpg,2,472,59,616,347,bob 0.99,"albert: 0.27524, anna: 0.97579, bob: 0.99123, carla: 0.98621, "
270,270,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_3.jpg,3,152,78,248,270,albert 0.99,"albert: 0.98677, anna: 0.85392, bob: 0.43505, carla: 0.94731, "
271,271,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_0.jpg,0,130,117,226,309,anna 0.98,"albert: 0.93714, anna: 0.98233, bob: 0.97261, carla: 0.98176, "
272,272,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_1.jpg,1,402,100,498,292,carla 0.98,"albert: 0.63778, anna: 0.91175, bob: 0.92146, carla: 0.98406, "
273,273,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_2.jpg,2,350,94,446,286,anna 0.95,"albert: 0.16403, anna: 0.95374, bob: 0.78413, carla: 0.61875, "
274,274,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_3.jpg,3,298,88,394,280,anna 0.99,"albert: 0.97774, anna: 0.98975, bob: 0.57963, carla: 0.86879, "
275,275,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_4.jpg,4,232,79,328,271,bob 0.99,"albert: 0.88710, anna: 0.90792, bob: 0.98951, carla: 0.97952, "
276,276,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_5.jpg,5,168,74,264,266,albert 0.96,"albert: 0.96358, anna: 0.90535, bob: 0.20751, carla: 0.88453, "
277,277,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_0.jpg,0,343,0,559,429,bob 0.98,"albert: 0.83308, anna: 0.91058, bob: 0.97915, carla: 0.94353, "
278,278,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_1.jpg,1,496,58,640,346,bob 0.99,"albert: 0.04400, anna: 0.39674, bob: 0.99371, carla: 0.98085, "
279,279,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_2.jpg,2,148,82,244,274,albert 0.98,"albert: 0.98097, anna: 0.80126, bob: 0.45053, carla: 0.92687, "
280,280,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_0.jpg,0,125,118,221,310,carla 0.97,"albert: 0.95576, anna: 0.96199, bob: 0.95535, carla: 0.97073, "
